,0.1,0.1,0.1,0.2,0.2,0.2,0.5,0.5,0.5
,5,10,20,5,10,20,5,10,20
0,0.16299429875679874,0.26881922521922524,0.40725452279202273,0.16257566507566507,0.27357927489177486,0.41150823944573944,0.1557018049080549,0.27219533475783475,0.419812407962408
